Comment,Likes,Author,Author URL,Published At
교회도 다니지 않았고 누구에게 전도를 받은 것도 아닌 몸과 마음이 너무 힘들고 지쳐있을 때 하나님이 계신다는 것을 느꼈습니다. 그것도 방에서 갑자기요.. 한순간에 머릿속에서 하나님이다 라는 문장만 떠올랐고 그 순간 제 눈에 보이는 모든것이 달라 보였습니다. (필터가 씌여지는 것 처럼 보였어요. 이러다 쓰러지나? 싶어서 제 볼을 꼬집기까지 했습니다..) 하나님을 알기 전에는 교회를 다니는 사람들을 보면 다른 세계 사람들같고 이상해보였는데 막상 제가 직접 믿게되니까 왜 우는지 알겠더라구요.. 제 삶은 하나님을 만나기 전과 후로 나뉘는 것 같습니다. 하나님을 몰랐던 때는 상상도 하기 싫습니다. 항상 좋은 영상 감사드립니다: ),1039,jinri.record,http://www.youtube.com/@jinri.record,2020-12-27T10:04:16Z
삼일 전부터 잠을 자다가 뭐가 잘못된건지 목디스크가 와서 목도 못돌리고 잠은 더욱 자기 힘들며 고생하고 있었던중이었습니다. 병원 예약도 내일에나 잡혀 있어서 너무 아파 가까운 병원이라도 가겠다는 마음으로 식구들과 점심을 먹으며 목사님 간증을 들었습니다. 놀라운 하나님의 손길에 감격이 되고 감동되었습니다. 특히 600명 이나 되는 사람들 기도할것을 이곳에 주님나라 임하게 해달라는 기도를 하셨다는 말씀을 듣고는 맞다고 우리가 있는 그곳이 주님의 나라가 세워질줄 믿습니다. 는 속의 아주 짧은 고백..간증을 거의 듣고 있는 중 고개를 돌리는데 그 꼼짝 하기 어려운 목이 돌아가는 것이었습니다. 정말 신기하고 놀라운 은혜를 감사하며 믿는자에게 영상을 통해서도 치료의 손길이 전해지는 기적을 믿게 됩니다. 요즘같은 안타까운 시대에 영혼을 향한 주님의 사랑이 이 채널을 통해 넘쳐나게 되길 바라고 기도하겠습니다. 늘 복된 나눔에 감사하고 주영훈형제님과 함께 하시는 모든분 감사드립니다.   주님 홀로 모든 영광 받으소서.,450,송이꿀말씀,http://www.youtube.com/@%EC%86%A1%EC%9D%B4%EA%BF%80%EB%A7%90%EC%94%80,2020-12-23T12:36:46Z
윤치영목사님을 통해 귀신이 떠나가는것 뿐만이 아니라  중국 공산당도 무너져 마음껏 예배하는 나라가 되길 기도합니다,364,sallyl1429,http://www.youtube.com/@sallyl1429,2020-12-23T06:51:30Z
"저는 타종교이지만 윤치영 목사님의 뜨거운간증으로 은혜 많이 받았습니다<br>주님만 믿고 나아가는 진정한 그리스도의 삶에 대해 묵상해보는 시간이었고, 시들어진 제마음에도 성령님이 뜨겁게 해주시길 기도하고 윤목사님의 사역과 영육간의 건강을 위해 기도드립니다<br>저의 고향인 부산사투리가 너무 정겹습니다^^",313,painkiller1696,http://www.youtube.com/@painkiller1696,2020-12-24T07:47:49Z
성령이 역사하면 중국공안이 떠난다ᆢ는 말씀 와우!!! 아멘입니다 목사님의 귀하신 사역을 발판으로 마지막때 주께서 또 어떻게 동역하실지 <br>기대가 됩니다 한 곳에 머무르지 않으시고 주의 증인이 되신 윤목사님의 자유로운 영성에 큰 감탄과 감동을 받았습니다😭,297,미국76587,http://www.youtube.com/@%EB%AF%B8%EA%B5%AD76587,2020-12-23T01:05:58Z
"중국에서 중국 사람과 결혼해서 하나님 주신 두 자녀와 함께 살고 있는 한국 사람입니다... 윤치영 선교사님의 간증을 들으면서 젊은 시절 품었던 중국 선교의 소망을 다시 한 번 붙잡게 되어 정말 감사합니다... 그동안 한국 매체나 댓글들, 실제 만나는 사람들이 중국 사람과 중국에 대해 무시하고 비난하고 혐오스러워 하는 것들을 보면서 정말 가슴이 너무 아팠고 지금도 너무 아픕니다... 특히나 지금 같이 코로나로 전세계가 어려울 때는 가족이 중국인이라는 이유만으로 죄인 된 기분입니다...하지만  이렇게 중국을 사랑하고 하나님 아버지를 사랑하는 마음으로 중국을 섬기신 분들의 이야기를 통해 다시 한 번 치유 받고 새 힘을 얻습니다... 감사합니다~ 새롭게 하소서 프로그램 정말 감사하고 중국에서도 자주 시청하고 있어요. 앞으로도 사람을 살리는 일에 크게 쓰임 받기를 기도합니다.",288,pdj8452,http://www.youtube.com/@pdj8452,2020-12-23T03:54:21Z
"반갑습니다 윤목사님  16년전 그때일이 주마등처럼 지나가네요~~ 그상황에서 모르는체했다면 강도만난사람을 보고도 피하여 지나간 제사장 , 레위인과 다를바없지요. 모두다 피하고 외면한 그때 목사님은 좁고도 협착한 그길이 고난의길이지만 생명길임을알고 잃어버린 한영혼을 찾아나선 예수님처럼 그렇게하셨어요.더지혜롭게 할수도있었는데하시며  후회하거나 자책하지 마세요. 예수님이시라면 어떻게 하셨을까요?  우리가 선을행하되 낙심하지말지니 포기하지아니하면 때가 이르매 거두리라. 성경말씀처럼 행하신목사님 가난한 전도사시절 신문잡지 delivery 하면서 학교 점심시간 맞춰서 김밥과 빵을사가지고 이학교 저 학교 찾아다니며 배고픈제자들 먹이고  격려하며 예수사랑전하신 목사님이 이시대 진정한 주님의제자요 착하고 충성된종이십니다. 윤목사님 이분은 입만열면 오로지 예수님십자가 사랑과 하나님의나라에 대해서만 전하는분이죠. 앞으로도 훔친아버지의 마음으로 호주 빌라우드 감옥을 시작으로 그동안 중국,러시아, 미주, 남미, 한국에서처럼 온세계를 도시며 잃어버린영혼들을 찾아 하나님께 올려드리세요.70억의 십분의1. 한국에 계시는동안  코로나로 힘들어 어려움에 처해있는 교회와 눌려있는영혼들을 일으켜세우시고 교회연합을위해 힘써주세요.기도하겠습니다. 영화를 만들거라면 대역말고 직접배역을 맡으셔도 더 리얼하고 감동적일것 같네요. 3kg 뺐는데 저정도 인물인데 좀만더뺀다면 ..... 자녀를위해 해준게없고 밤새워기도해준것밖에 없는데~~ 주안 주희 정말멋지게 성장했네요.하나님께서 다책임져주셨네요.자랑스러워요~~  부족하지만 저도 기도하며 응원하겠습니다. 사랑하고 축복합니다.",277,이조안-y3y,http://www.youtube.com/@%EC%9D%B4%EC%A1%B0%EC%95%88-y3y,2020-12-24T07:09:31Z
지난번 영상 보고 너무 은혜되었는데 이렇게 또다시 말씀 들을 수 있어서 좋았습니다. 세계로 뻗어가는 목사님과 새롭게하소서팀 응원합니다♥ 주영훈씨 진행 덕분에 프로그램이 빛이 납니다! 러시아에서 보고 있습니다♥,261,장미향기-f1v,http://www.youtube.com/@%EC%9E%A5%EB%AF%B8%ED%96%A5%EA%B8%B0-f1v,2020-12-22T23:48:45Z
"&#39;새롭게 하소서&#39;는 이 시대에  우리를 통해 역사하시는, 하나님의 살아계심을 생생하게 증거하고 있습니다. <br>하나님의 사랑을 전하는 &#39;새롭게 하소서&#39;의 걸음에 여러분의 많은 관심과 후원 부탁드립니다. 사랑합니다♡<br><br>후원하기  <a href=""https://bit.ly/36BW0h2"">https://bit.ly/36BW0h2</a><br>쉬운후원  <a href=""https://bit.ly/3epaLqb"">https://bit.ly/3epaLqb</a> <br>후원문의 02-2650-7004<br><br>※출연자 후원은 댓글로 문의 부탁드립니다.",250,cbsrenew,http://www.youtube.com/@cbsrenew,2021-01-04T01:13:15Z
"&#39;새롭게 하소서&#39;는 이 시대에  우리를 통해 역사하시는, 하나님의 살아계심을 생생하게 증거하고 있습니다. <br>하나님의 사랑을 전하는 &#39;새롭게 하소서&#39;의 걸음에 여러분의 많은 관심과 후원 부탁드립니다. 사랑합니다♡<br><br>후원하기  <a href=""https://bit.ly/36BW0h2"">https://bit.ly/36BW0h2</a><br>쉬운후원  <a href=""https://bit.ly/3epaLqb"">https://bit.ly/3epaLqb</a> <br>후원문의 02-2650-7004<br><br>※출연자 후원은 댓글로 문의 부탁드립니다.",250,cbsrenew,http://www.youtube.com/@cbsrenew,2021-01-04T01:13:15Z
"주님의 아들 윤치영 선교사님 ~<br>어느곳에 계시든 <br>계획하시는 주님의 사역과 <br>가정과 사모님, 자녀들 위해 <br>하나님 넘치는 축복으로. 인도해주시고 온가족 항상 건강하시길 기도 합니다 <br>새롭게 하소서  귀한 영상 감사 드립니다 ~^^",233,cathykim888,http://www.youtube.com/@cathykim888,2020-12-22T23:44:39Z
목사님의 간증을 통해<br>역사하시는 하나님의  은혜가 놀랍고<br>가슴이 벅차네요!!<br>선교사님들을 위해<br>더 많이 기도 해야겠어요<br>오늘도 삶의 자리에서 각자에게 주어진 사명을 열심히 감당하기를 기도합니다~아멘^^<br><br>모든 분들,221,해피트리-r4i,http://www.youtube.com/@%ED%95%B4%ED%94%BC%ED%8A%B8%EB%A6%AC-r4i,2020-12-23T03:32:35Z
윤치영 목사님의 간증을 통해서 하나님의 나라가 드러나게 하심에 감사드립니다-! 많은 그리스도인들이 각자 위치에서 그리스도의 향기를 발하게하소서!!!🙏,214,hongsworship,http://www.youtube.com/@hongsworship,2020-12-23T00:19:19Z
호주에 있는 청년입니다. 한번 더 목사님의 간증을 들을수 있음에 감사합니다. 주님 높임 받으소서,206,peterpark1346,http://www.youtube.com/@peterpark1346,2020-12-23T21:36:37Z
감옥에 있든지 감옥밖에 있든지 다 같은 죄인인데 죄없으신 예수님을 죄인이라 저주했던 유대인들의 모습이 우리의 실체입니다 <br>목사님 통해 일하시는 살아계신 하나님께 영광을 올리며 쓰임받으시는 목사님을 응원합니다♡,205,youngyi5400,http://www.youtube.com/@youngyi5400,2020-12-22T23:34:38Z
순수하게 순종하시는 목사님 미친 한국교회가 신비주의 프레임 씌우지 못하게  기도합니다,187,l묻는자,http://www.youtube.com/@l%EB%AC%BB%EB%8A%94%EC%9E%90,2020-12-23T02:14:13Z
아멘아멘 ~~~윤치영목사님 감사합니다<br>연타로 은혜위에 은혜입니다~♡<br>마지막 고마우신분들 명단을 읽어주시는데 제 맘도 뭉클해졌습니다<br>연합의 의미를 다시한번 새겨봅니다,175,쭈니-i4x,http://www.youtube.com/@%EC%AD%88%EB%8B%88-i4x,2020-12-23T03:55:47Z
목사님 말투가 너무 구수하고 사람좋은 향기가 나시는 분이시네요<br>사랑스러운 목사님 감사합니다.,170,하늘구름-d4c,http://www.youtube.com/@%ED%95%98%EB%8A%98%EA%B5%AC%EB%A6%84-d4c,2020-12-25T23:51:12Z
혹자는 말도안되는 간증이라 하겠지만 저는 이게 하나님께서 필요한 곳에 필요한만큼 보여주신 것이라고 생각합니다. 그리고 연합이 안된다는거 공감합니다. 예전에 어떤 선교사님께서 하셨던 말씀이 한국에 분열의 영이 있다고 하셨던게 기억납니다. 믿는사람들끼리도 끼리끼리 모이고 심지어 선교사들도 연합이 안되는걸 보시면서요. 한국교회의 연합을 위해서 기도합니다.,168,andwillcome,http://www.youtube.com/@andwillcome,2020-12-23T08:31:08Z
목사님 영화보다 더 영화같은 간증 감사합니다<br>멀리 멀리 외국에서 사랑과 응원의 👏👏👏👏👏👏👏보냅니다,167,happyroad2013,http://www.youtube.com/@happyroad2013,2020-12-23T01:47:14Z
목사님의 간증으로 10편을 만들어도 신나게 듣을수있어요ㅎㅎㅎ 짧아서 아쉬운데 더더 간증나눠주세요ㅎㅎ,166,lucyintheskywithdiamond7700,http://www.youtube.com/@lucyintheskywithdiamond7700,2020-12-23T03:01:51Z
목사님 귀하십니다 <br>주님이 함께하심을 역사하심을 볼수 있어서 감사하였습니다 주님께 영광이되는 삶을 사심을 그저 감사합니다,165,김승천-k7k,http://www.youtube.com/@%EA%B9%80%EC%8A%B9%EC%B2%9C-k7k,2020-12-23T00:19:52Z
할렐루야! <br>윤 목사님을 통해 살아 역사하시는 하나님을 만나게 하시니 감사합니다. 이 간증을 통해 많은 영혼이 주님께 돌아오게 하실 줄 믿습니다~,158,박무형,http://www.youtube.com/@%EB%B0%95%EB%AC%B4%ED%98%95,2020-12-23T01:29:22Z
기다렷읍니다~~~~<br>윤치영 목사님 찐팬 됏어용 ㅎㅎㅎ<br><br>주님의 은혜를 날마다  기억하는자 되겟읍니다,157,sunpark8389,http://www.youtube.com/@sunpark8389,2020-12-22T23:26:25Z
날마다 새롭게하소서에 나오는 형제 자매님들의 간증을보며 하나님의 따뜻한 사랑을 느낄수가있어서 참 감사합니다.<br>어쩜 유튜브는 지금 우리의 삶에 행복과 사랑 기쁨을 가져다주는 하나님의 선물일지도 모릅니다👌<br>소중한오늘을 주신 하나님께 감사하고행복해요우리🤗<br>제커뮤니티에 공유할께요❤❤❤,152,OneTaeyong,http://www.youtube.com/@OneTaeyong,2020-12-23T00:34:32Z
중국인 친구에게 복음을 전하고<br>싶은데 중국어 자막으로도<br>제작해 주셨으면 좋겠네요.,148,goldyh2,http://www.youtube.com/@goldyh2,2020-12-23T20:09:09Z
"아내분이 고난의 시간을 함께하고, 인내하며, 아이들 훌륭히 키워 내느라 마음 고생과 수고가 많으셨겠어요. 아내 분에게 감사와 사랑 많이 표현하시길..",148,catherine1970,http://www.youtube.com/@catherine1970,2021-01-03T04:35:25Z
손가락 하나는 힘이약하지만 연합하여 주먹이 될때 벽도뚫을수있는 파워가 된다는말씀에 깊은 감동을 얻었습니다..아멘입니다  입이 떡떡 벌어지며 시간가는줄모르고 간증들었습니다 <br>하나님 마음을 품고 사는것..얼마나 큰 능력인지 배우고 새깁니다 큰 에너지가 충전되는것 같습니다 ♡,146,psjj9806,http://www.youtube.com/@psjj9806,2020-12-23T01:30:32Z
"하나님 나라를 위해 연합하여 드려진 사랑의 수고들로 이루어진 귀한 간증을 들을수 있도록 인도하신 하나님께 감사드립니다 ~ <br>진실함이 묻어있는 간증을 듣고나니 감동의 눈물이 맺히네요 ... <br>아름다운 성령님의 역사를 인해 주님을 찬양하며,, <br>윤치영 목사님의 생생한 간증 나누어 주심에 감사합니다 ~ 앞으로의 사역과 목사님 두 자녀의 앞길을 선하게 인도하실 우리 주님을 기대하며,, <br>아버지하나님의 마음을 품고 늘 승리하시길 기원합니다!! 💌",144,hyeeunlee3615,http://www.youtube.com/@hyeeunlee3615,2020-12-23T02:17:25Z
하나님이 우리에게 바라시는게 있는데 자식에게 부담스러울까봐 마음을 내 비취지 않는다는 말에 감동을 받았습니다. 과연 어떤 마음을 나에게 가지고 계실지 궁금해져서 더 기도하고 그 마음을 훔쳐야 겠다는 생각이 듭니다.,141,티라미스킴,http://www.youtube.com/@%ED%8B%B0%EB%9D%BC%EB%AF%B8%EC%8A%A4%ED%82%B4,2020-12-23T00:35:42Z
다시 출연해주셔서 감사해요~우리모두가 선교사입니다. 오래 믿었다고 잘 믿는다고 자기가 옳다고 교만하고 배타적인 그리스도인이 정말 많거든요ㅠ 아들의 영을 받아 연합하여 하나님나라를 위해 헌신하는 우리모두가 되길 기도합니다❤,139,LEE-hr7og,http://www.youtube.com/@LEE-hr7og,2020-12-23T06:21:33Z
"저또한 에이 우연이겠지 무슨 하늘에서 돈을 줘<br>하실 수 있는일이 한번 있었습니다.<br>정확히 10년전 1월달 즈음 으로 기억합니다.<br>대형교회 서점 입사하고 3개월 수습이 막 지났을 무렵이었나요.<br>모태신앙이었지만 온갖 세상속에 빠져살면서 지인 소개로 다니기 싫었지만 교회서점도 다니게 되었어요. <br>믿음도 사실 십일조도 <br>&quot;하나님 없는 형편인데 진짜 솔직히 너무 아깝지만 그래도 주님을 믿고 의지하는 마음으로 드립니다 &quot;<br>하는 마음으로 기도하고 내기도 했었습니다.<br>그러던중 시무식(시무예배)을 앞두고 양복은 있었지만 추운 겨울에 겉에 입을 코트가 없어서 고민하던중에 백화점을 가게 되었고 백화점 남성코너 에스컬레이터 올라가면서 바로 정면에 보이는 그 코트가 너무 마음에 드는겁니다. 다른 매장도 다녀봤지만 그 코트가 계속 마음에 들어와서 다른건 뵈이지도 않더군요. 가격택을 보니 세일해서 38만원 이더라구요.<br>제 통장에 돈이라곤 0원이고 엄마 신용카드 들고와서 이걸 사자니 너무나 비싼것 같고 <br>너무 고민하다가 순간 번뜩 회사 선배가 했던 말이 생각났습니다. 작년 한해 회사가 힘들어서 봉급을 몇프로 삭감해서 주다가 연말에 예상외로 흑자를 내게되어 한해동안 삭감했던 돈을 돌려준다고...<br>근데 저는 입사한지 얼마 안되어서그 인원에 포함되지 않을거라고 했던 말이 기억났습니다.<br>근데 괜히 돈이 있을 것 같다는 생각이 엄청 들어서 지금도 생생히 기억납니다.<br>구로 디지털 단지 마리오 아울렛 사거리 우리은행<br>에 들어가서 체크카드에 분명히 0원인데 그 체크카드를 씨디기에 넣기 전에 잠시 기도를 했습니다. 눈은 뜬 상태로 잠시 생각에 잠긴듯이 기도를 했죠.<br><br>하나님 나 이 코트가 없으면 추운데 양복만 입고 지하철 타고 회사 가서 시무식 해야됩니다.<br>정말 나 저 코트가 너무 갖고싶습니다.<br>라고 기도하고 체크 카드를 넣었는데 정확히<br>토시하나 안틀리고 38만원이 들어와 있었고 몇번을 눈을씻고 다시 봐도 38만원 찍혀있는 기계에 온 몸에 전율과 눈물이 나와서 바로 돈 뽑고 나왔는데 정말 하나님 살아계시고 역사하심을  처음 경험했던 소중한 기억이 있습니다. <br><br>모태신앙 이었고 하나님 믿지만 그냥 어딘가에는 있으니, 남들이 있다고 하니 뭐 있긴 있겠지.<br>기도를 해도 들어주지도 않는 기도 뭐하러 해.<br>그랬었던 제가 그날 이 후로는 도저히 신의 존재.<br>주님의 존재를 도저히 부정을 못하겠더라구요.<br>의심 많은 저를 아셨는지 바로 나타내신듯해 보였습니다. 우연으로 취해 오셨던 하나님.<br>지금도 늘 감사하고 저의 신앙생활이 나태해질땐 늘 주님의 첫사랑을 생각하며 기도하고 묵상합니다. 윤목사님 간증 너무 감사하고<br>늘 건강하시길 주님의 이름으로 축복합니다",126,ttangle,http://www.youtube.com/@ttangle,2020-12-27T13:54:40Z
지난 영상이 역대급이라 더놀랄것 없을줄 않았는데 2탄 대단합니다   <br>아버지의 마음을 훔쳤기에 온갖 역경과 시련에도 그 십자가의길을 걸어가시는 선교사님 하나님 더욱 붙들어 주시길..<br>한국교회의 연합을 위해 기도합니다..,122,km-gf8db,http://www.youtube.com/@km-gf8db,2020-12-25T23:30:31Z
목사님! 그 자리가 얼마나 힘겨울지..💦<br>울컥했어요~ 하나님의 마음을 훔쳤기에 그사랑때문에  순례자의 길을 가시는 목사님! 존경합니다!<br>간증듣고 중보하게되었습니다.<br>목사님! 너무 귀여우세요!<br>하나님이 보시기에 너무 사랑스러우실것 같습니다~♡,121,lemontree981,http://www.youtube.com/@lemontree981,2020-12-23T02:26:14Z
잘듣고 마음이 붙잡아지는 오늘하루를 살게되기를 바라며 잘 들을게요 아침부터 영상올려주셔서감사합니다,117,주연희-c5f,http://www.youtube.com/@%EC%A3%BC%EC%97%B0%ED%9D%AC-c5f,2020-12-22T23:03:04Z
웃다가 울다가 잘보고 갑니다. 역시나 하나님은 확실히 살아계십니다.,115,taeyoonkim1696,http://www.youtube.com/@taeyoonkim1696,2020-12-23T01:01:29Z
"보너스 인가 했는데... 더 쏟아부어주신 은혜로 넘치는 시간이었습니다 할렐루야 감사합니다 <br>하늘에는 영광, 온 땅에 평화. 메리 크리스마스!",106,suejun8235,http://www.youtube.com/@suejun8235,2020-12-23T00:58:40Z
중국사람들이 복음의말씀을 듣고 구원받길 기도드립니다,103,최은혜-p2c,http://www.youtube.com/@%EC%B5%9C%EC%9D%80%ED%98%9C-p2c,2020-12-23T01:03:10Z
지나번   간증  때<br>&#39;&#39;엘리 엘리  나마사박다니 &#39;&#39;<br>이   구절에  대한   해석을   다시   풀어  주신것이<br>제일     기억에    심령에   남았읍니다 ^^,102,마라나타-f6k,http://www.youtube.com/@%EB%A7%88%EB%9D%BC%EB%82%98%ED%83%80-f6k,2020-12-23T01:20:16Z
눈물로  들었습니다...<br>우리교회 김운성목사님도<br>인연이 있으시군요....아멘<br>너무 감동이라  한동안<br>멍하니  있습니다.<br>내가  아니라  하나님이<br>하신다는 말씀 감동입니다🙏,94,엘리아김-y3m,http://www.youtube.com/@%EC%97%98%EB%A6%AC%EC%95%84%EA%B9%80-y3m,2020-12-23T08:53:43Z
상해에서 사역하실때 잠깐 뵈었던 기억이<br>있어요~ 한국 교민 사역으로만 계신줄 알았는데 이런 큰 사역이 있으신줄<br>몰랐어요~ 목사님과 기족분들 모두<br>반갑고 축복합니다 ~~♡♡♡,92,smp4390,http://www.youtube.com/@smp4390,2020-12-23T12:46:49Z
아들과 종의 비유 넘 귀합니다   선교사님의  사역 멋집니다 우리아버지 의 마음을 아시는 선교사님 존경합니다,89,금해자,http://www.youtube.com/@%EA%B8%88%ED%95%B4%EC%9E%90,2020-12-23T10:49:33Z
하나님을  뜨겁게  만나고 싶습니다♥️♥️♥️,87,이은혜-q5r,http://www.youtube.com/@%EC%9D%B4%EC%9D%80%ED%98%9C-q5r,2020-12-23T01:34:58Z
반갑습니다 목사님 <br>너무 은혜 받아서 서로 돌려 보았습니다.,86,kimgloria647,http://www.youtube.com/@kimgloria647,2020-12-22T23:49:51Z
아멘 말씀듣다가  공안전도하시는  사후를 준비했냐는 목사님 말씀에 망치를 맞은것 같은 삶의 후회로 많은 회계를 했습니다   <br> 코로나로  세상모든 사람들  크리스마스의 주인이 우리들에서  예수님만  드러나는 2020년 성탄절이 될것같아서   힘든 가운데   감사가 나옵니다.<br> 목사님 늘 건강하시고<br>꼭 한국교회 연합이루시길  늘기도하겠습니다.,85,주부르심,http://www.youtube.com/@%EC%A3%BC%EB%B6%80%EB%A5%B4%EC%8B%AC,2020-12-24T01:49:16Z
하나님의 종이 아닌 아들 윤치영 목사님❤ 주님 지켜주세요,85,user-ty5hl2sj5e,http://www.youtube.com/@user-ty5hl2sj5e,2020-12-23T05:07:29Z
윤치영목사님~^^<br>고생 너무너무 많이 하셨네요..<br>선한 일이 크게 쓰임받으세요..💐💐💐💐,85,안수진-i7e,http://www.youtube.com/@%EC%95%88%EC%88%98%EC%A7%84-i7e,2020-12-23T00:16:29Z
"목사님 교회연합 진짜 공감합니다. 복음으로 하나된 대한민국 세계복음화의 주역으로 서길 중보합니다. 목사님 화이팅! 함께하신 하나님 최고 감사하고 사랑합니다♥♥<br>도전받고, 자녀된 마음으로 주님을섬기고 목사님처럼 순수하고 깨끗한 마음으로 섬기고 싶습니다. 큰 도전받고 힘 받고 나아갑니다. 감사합니다~♥",84,niceeu5921,http://www.youtube.com/@niceeu5921,2020-12-25T04:43:22Z
하늘에서 돈 날렸다는 간증 저는 믿습니다<br>저도 그런 비슷한 체험을 했습니다<br>저도 간증할때마다 사람들이 믿지 않아요,84,이명지-h7e,http://www.youtube.com/@%EC%9D%B4%EB%AA%85%EC%A7%80-h7e,2020-12-23T09:17:47Z
노후준비 20년<br>사후준비 2000년 영원!!!!!!!!!!!<br>목사님의 생명을 불사한 각오한 중국경찰에게의 복음 전파 놀랍습니다^^!,83,democracy9553,http://www.youtube.com/@democracy9553,2020-12-24T05:29:12Z
목사님께 후원하려면 어찌해야 할까요?,83,seanlee7561,http://www.youtube.com/@seanlee7561,2020-12-23T00:38:41Z
하나님께서 하신일과 목사님의 헌신이 빛나는 간증입니다<br>감사합니다^^,83,조인아-s6z,http://www.youtube.com/@%EC%A1%B0%EC%9D%B8%EC%95%84-s6z,2020-12-23T01:04:35Z
정말 우리 아들은 잘때도 목사님 지난번꺼 들으면서 잔답니다 백만회 일등공신??^^;; 입니다<br>이번꺼도 아침부터 이학습터 하면서 쉬는시간마다 지금도 외웁니다 말씀을 듣는 가운데 저희 아들에게 성령님께서 불로 임하시기만을 소망합니다 목사님 짱이십니다👍👍👍☺️,82,lydiaecclesia9810,http://www.youtube.com/@lydiaecclesia9810,2020-12-23T09:59:18Z
은혜로운 간증입니다.<br>주님이름으로 윤목사님 가족을 축복합니다.,79,shengheejin822,http://www.youtube.com/@shengheejin822,2020-12-23T05:29:48Z
목사님 너무 감사해요.. 교회만 왓다갓다만 햇엇는데.. 성령님을 인격적으로 만나게 되엇고..방언의 은사까지 받게 되엇습니다.. 목사님께 아버지께 너무 감사합니다.. 아멘!!,77,angelesflowerballoon9234,http://www.youtube.com/@angelesflowerballoon9234,2020-12-22T23:29:23Z
"지난번 간증에 이어서, 정말 웃다가 울다가 시간가는줄 모르고 들었습니다.<br>윤치영 목사님을 통해 일하시는 아빠 아버지 하나님의 마음을 조금 알수 있는 시간이였어요.<br>감사합니다..!!",76,KangSuYoung,http://www.youtube.com/@KangSuYoung,2020-12-23T03:18:19Z
박요한목사님 힘내세요 기도합니다~,76,bible2117,http://www.youtube.com/@bible2117,2020-12-23T01:54:31Z
"한편에선 이런 얘기하면, 신비주의 라고<br>하는 사람들도 있지만- 내가 그 믿음이 없는 것이지,<br>신앙의 모습이 다른 것을 틀리다고 하지 않았으면 좋겠어요!!!<br>저도 목사님 마지막 말씀 처럼, 기독교가 하나되었으면 참 좋겠는데..!!<br>저부터가 오직 복음으로 답내고, 순교자의 마음으로 순교를 준비하는 마음으로 살아야겠어요..!!",76,onlyjesuschristcrossgospellove,http://www.youtube.com/@onlyjesuschristcrossgospellove,2020-12-23T11:22:35Z
저번에 너무 재밌고(?) 인상깊게 잘봤습니다! 다시 나와셔서 감사합니다☆,75,jaehee7196,http://www.youtube.com/@jaehee7196,2020-12-22T23:27:34Z
저도 의심이 많아서...회개합니다.<br>저희 시어머니 골수이형성증이 치유되리라는 믿음을 갖게 됩니다.~아멘.,72,수어수다햄수다,http://www.youtube.com/@%EC%88%98%EC%96%B4%EC%88%98%EB%8B%A4%ED%96%84%EC%88%98%EB%8B%A4,2020-12-24T12:02:28Z
오늘 아침 살아계신 하나님의 역사를 보았습니다. 감사합니다.,69,이영임-o8x,http://www.youtube.com/@%EC%9D%B4%EC%98%81%EC%9E%84-o8x,2020-12-23T00:21:57Z
목사님~~성령께서   사도바울 처럼 쓰시네요 부럽습니다<br>앞으로도 끝까지 쓰임 받으시길  원합니다 3탄 간증 기대됩니다,69,오늘은좋은날,http://www.youtube.com/@%EC%98%A4%EB%8A%98%EC%9D%80%EC%A2%8B%EC%9D%80%EB%82%A0,2020-12-23T09:24:01Z
목사님 감사합니다 반가워요 주영훈<br>님과두분 완벽한 팀 너무 은혜스러워요 세분이 매일 진행하면 좋겠어요 할렐루야,68,Grace-we5mc,http://www.youtube.com/@Grace-we5mc,2020-12-23T04:05:37Z
저번 간증 보고 은혜받았는데  이번에도 은혜를 나누어 주심을 감사드립니다.,67,박상민-e5v,http://www.youtube.com/@%EB%B0%95%EC%83%81%EB%AF%BC-e5v,2020-12-23T01:02:17Z
은혜로운 간증 감사합니다 목사님!!  지금도 살아계신 하나님!!! 한국교회 연합을 이루시는 사역이 꼭 이뤄지길 기도합니다!!! 이 땅을<br>하나님의 꿈을 이루는데 사용하여 주옵소서!!!,66,hejon-v9f,http://www.youtube.com/@hejon-v9f,2020-12-23T01:09:11Z
와..마지막에 감사한 분을 읊으실때 가장 눈물이 흐르네요,66,odsind4015,http://www.youtube.com/@odsind4015,2020-12-23T10:16:27Z
작년 토론토 코스타 참석했을때 강사목사님으로 오셨는데 예수님의 십자가 사건설교가 정말로 아직도 기억에 남습니다,66,john-cl2dx,http://www.youtube.com/@john-cl2dx,2020-12-24T19:56:12Z
선교사님 말씀을 듣고 깨달은게 하나님의 아들인것과 하나님의 종이란게 알았습니다 우리의 삶이 하나님의 아들로 살아 가는 것이 정말 참된 아들이 아닌가 싶습니다,65,김성옥-p4f,http://www.youtube.com/@%EA%B9%80%EC%84%B1%EC%98%A5-p4f,2020-12-23T01:43:36Z
건들 건들하지만 사투리와 더불어  진솔한 이야기 내용에 소름이 돋네요.  예수님을 찬양합니다,64,생명평화,http://www.youtube.com/@%EC%83%9D%EB%AA%85%ED%8F%89%ED%99%94,2020-12-23T03:44:41Z
오 기대됩니다 넘 은혜롭게 들었는데~~~~^^<br>새롭게 하소서 통해 은혜 많이 받고있습니다 넘 감사합니다!,63,열심열공-g4d,http://www.youtube.com/@%EC%97%B4%EC%8B%AC%EC%97%B4%EA%B3%B5-g4d,2020-12-22T23:08:10Z
